,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
reinaba,1,5,,VERB
bajando,1,5,1,VERB
subió,3,5,,VERB
acá,,5,,ADV
contestar,,5,3,VERB
sorpresa,3,5,2,NOUN
abandonó,,5,13,VERB
huir,,5,5,VERB
pequeños,7,5,16,ADJ
francisco,1,5,,PROPN
acto,3,5,3,NOUN
sucede,2,5,4,VERB
camas,1,5,1,NOUN
acompañó,,5,2,VERB
ocurrido,2,5,1,ADJ VERB
disgusto,,5,1,NOUN
jugando,1,5,1,VERB
amigo,2,5,3,NOUN
helado,4,5,,ADJ
cambiaban,,5,1,VERB
olvidaron,,5,,VERB
traen,,5,2,VERB
quedarse,2,5,10,VERB
tantos,1,5,2,PRON DET
órdenes,,5,17,NOUN
nueve,,5,1,NUM
atrevía,,5,7,VERB
dulzura,1,5,,NOUN
perdieron,,5,2,VERB
secreto,1,5,1,PROPN NOUN
gatos,,5,1,NOUN PROPN
comía,2,5,,VERB
lanzaron,,5,2,VERB
guerrera,,5,,ADJ
bebía,1,5,4,VERB
traído,1,5,2,ADJ VERB
pensativa,,5,,ADJ
descubrir,,5,5,VERB
risa,1,5,2,PROPN NOUN
hacerle,1,5,5,VERB
fusilar,,5,,VERB
copas,,5,1,NOUN
vidas,,4,4,NOUN
crecían,,4,2,VERB
tristes,1,4,1,ADJ
trenzas,1,4,,NOUN
envuelto,1,4,2,ADJ
obstinados,,4,1,ADJ
sonaron,1,4,,VERB
asesinos,1,4,,NOUN ADJ
esquina,1,4,2,NOUN
cubiertos,1,4,1,ADJ
últimos,1,4,10,ADJ
trabajar,1,4,4,VERB
tiempos,1,4,8,NOUN
echado,2,4,2,ADJ
caían,1,4,3,VERB
once,1,4,3,NUM
dormían,1,4,1,VERB
amiga,1,4,2,PROPN NOUN
quieto,1,4,,ADJ
ajenos,1,4,3,ADJ
recogió,2,4,1,VERB
lograba,1,4,4,VERB
capas,1,4,,NOUN
llevarse,1,4,2,VERB
empujó,1,4,5,VERB
devolvía,1,4,1,VERB
secreta,,4,3,ADJ
encerraba,1,4,1,VERB
dirigirle,1,4,1,VERB
sabrá,,4,4,VERB
dichas,2,4,,ADJ
acercando,1,4,,VERB
idioma,1,4,3,NOUN
grave,1,4,6,ADJ
pocas,1,4,3,DET
ocupado,,4,1,ADJ
interrumpió,,4,8,VERB
tablero,,4,,NOUN
muerta,1,4,1,ADJ
pensamiento,1,4,5,NOUN
porcelana,,4,,ADJ
insectos,1,4,,NOUN
poniéndose,1,4,,VERB
nieve,1,4,,NOUN
contaban,,4,3,VERB
haré,,4,1,VERB
esplendor,1,4,1,NOUN
ciudades,1,4,,NOUN
recordando,,4,1,VERB
sorprendida,,4,1,ADJ VERB
seria,1,4,,ADJ
estrella,1,4,1,NOUN
hallarse,,4,,VERB
cerraron,1,4,,VERB
militares,,4,1,NOUN
félixe,,4,,PROPN
sobresaltada,,4,,ADJ
cantos,,4,1,NOUN
roto,,4,2,ADJ
significaba,1,4,2,VERB
mechas,1,4,,NOUN
vive,,4,2,VERB
sábanas,1,4,4,PROPN NOUN
sofocada,1,4,2,ADJ
cabellos,1,4,2,ADJ NOUN
deben,,4,7,AUX
guías,,4,1,NOUN
negaba,1,4,8,VERB
iremos,1,4,,VERB
negras,1,4,,ADJ
abanicos,,4,,NOUN
encerrado,,4,3,ADJ
contemplaba,,4,12,VERB
nerviosamente,1,4,1,ADV
cerrojos,,4,,NOUN
escena,1,4,4,VERB NOUN
cubrió,1,4,4,VERB
fatiga,1,4,5,NOUN
siglos,,4,5,NOUN
hablaron,1,4,1,VERB
invadía,,4,,VERB
comió,,4,1,VERB
cruzaba,,4,1,VERB
atravesaba,,4,,VERB
sonriendo,1,4,2,VERB
jarra,,4,1,NOUN
esperamos,1,4,,VERB
descalzos,1,4,,ADJ
cantar,2,4,,VERB
camisa,1,4,3,NOUN
compartir,1,4,12,VERB
lejanas,,4,,ADJ
dueño,2,4,3,NOUN
velocidad,,4,1,NOUN
bebieron,,4,1,VERB
demasiado,1,4,28,DET ADV
detenía,,4,6,VERB
asombroso,,4,,ADJ
aparecían,1,4,1,VERB
dormido,1,4,1,VERB ADJ
madrugada,1,4,3,NOUN
intacto,,4,3,ADJ
vale,1,4,8,VERB
preguntaba,1,4,5,VERB
empezar,1,4,3,VERB
leer,,4,1,VERB
dijera,,4,2,VERB
justo,1,4,2,ADJ ADV
compasión,,4,2,NOUN
pechos,1,4,1,NOUN
pocos,,4,1,DET PRON
taza,1,4,5,NOUN
terminara,1,4,,VERB
cansados,,4,1,ADJ
persona,1,4,6,NOUN
ruidos,1,4,7,ADJ NOUN
verde,1,4,,ADJ
escondido,1,4,2,ADJ
inocentes,,4,,ADJ
siguiente,2,4,5,ADJ
lanzo,,4,,VERB
venidas,,4,,ADJ
ruinas,,4,1,NOUN
pisando,2,4,1,VERB
botellas,,4,4,NOUN
desnudo,2,4,1,ADJ AUX
sufría,5,4,,VERB
sorbitos,,4,,NOUN
hundió,,4,2,VERB
detuvieron,,4,3,VERB
echándose,,4,,VERB
diccionario,,4,,NOUN
cristo,,4,6,NOUN
naranjos,,4,,NOUN
provocar,,4,5,VERB
misión,,4,7,NOUN
aceptaba,,4,3,VERB
carteles,,4,,NOUN
dejarla,,4,2,VERB
avisar,,4,1,VERB
carreras,,4,2,NOUN
llanos,,4,,ADJ
entregó,,4,4,VERB
monte,,4,4,NOUN
quitar,,4,5,VERB
miseria,,4,4,NOUN
contar,2,4,5,VERB
traía,6,4,2,VERB
gustaría,2,4,2,VERB
techo,,4,5,NOUN
ocurría,,4,2,VERB
mataron,,4,4,VERB
catear,,4,,VERB
aparente,2,4,2,ADJ
subía,6,4,1,VERB
viaje,3,4,4,NOUN
preguntaban,,4,2,VERB
romper,3,4,10,VERB
periódico,,4,2,ADJ
cadáver,3,4,4,NOUN
espejo,3,4,5,NOUN
piquete,,4,,NOUN
cambiaba,2,4,1,VERB
encerrados,2,4,,ADJ
tranquilo,,4,3,ADJ
atentamente,2,4,1,ADV
frascos,,4,1,NOUN
echarse,,4,3,VERB
ignorando,,4,1,VERB
venido,2,4,1,ADJ PROPN
aceptar,2,4,5,VERB
reflejado,,4,,ADJ
punta,3,4,3,NOUN
vivían,,4,2,VERB
saritae,,4,,PROPN
muro,,4,4,NOUN
revisó,,4,,VERB
muertes,,4,,NOUN
abandonar,,4,3,VERB
presentar,,4,1,VERB
molestaba,,4,1,VERB
convertía,,4,1,VERB
soltó,4,4,3,VERB
grande,3,4,13,ADJ
detener,,4,8,VERB
bandejas,,4,1,NOUN
visitas,2,4,7,NOUN
maría,,4,4,PROPN
señas,,4,1,NOUN
desgraciado,,4,,ADJ
sintieron,,4,,VERB
mañanas,2,4,,NOUN
lado,4,4,5,NOUN
veloces,,4,,ADJ
seca,2,4,1,ADJ
llenos,4,4,2,ADJ
acercaba,2,4,3,VERB
asesinar,,4,,VERB
asombrados,,4,,ADJ
pertenecía,4,4,1,VERB
revolucionarios,,4,,ADJ
veremos,,4,,VERB
corrieron,,4,,VERB
devolver,,4,4,VERB
aceptaron,,4,,VERB
cambiando,,4,,VERB
oímos,,4,,VERB
silueta,,4,2,NOUN
piernas,4,4,2,NOUN
perdidos,2,4,,ADJ
pensativo,,4,,ADJ
tiro,,4,1,NOUN
adiós,,4,2,NOUN
losetas,,4,,NOUN
resplandor,,4,2,NOUN
asiento,3,4,3,NOUN
papeles,2,4,8,NOUN
guardan,,4,3,VERB
bóveda,,4,,NOUN
luminosos,,4,,ADJ
montes,,4,2,NOUN
moverse,,4,2,VERB
momento,5,4,28,NOUN
difunto,,4,2,ADJ
fuerzas,3,4,5,NOUN
patadas,,4,,NOUN
tocaba,4,4,4,VERB
acarició,4,4,1,VERB
fijo,3,4,,ADJ
verdad,4,4,1,NOUN
llanto,4,4,8,NOUN
llevo,,4,1,VERB
correo,,4,,NOUN
niños,3,4,1,NOUN
permanente,,4,,ADJ
verme,6,4,,VERB
jardines,,4,1,PROPN NOUN
pueden,6,4,25,AUX
daban,2,4,14,VERB
puñetazo,,4,,NOUN
curiosa,,4,2,ADJ
reojo,,4,1,NOUN
ordenar,,4,4,VERB
alcanzó,,4,5,VERB
vivo,2,4,5,ADJ
creyeron,,4,1,VERB
cielo,9,4,8,NOUN
adelante,4,4,6,ADV
levantar,4,4,10,VERB
encendidos,,4,2,ADJ
rotas,,4,3,ADJ
sucedió,3,4,1,VERB
terror,2,4,3,ADJ NOUN
metido,,4,1,ADJ
rosada,,4,,ADJ
baila,,4,,VERB
sacaba,,4,3,VERB
iluminando,,4,,VERB
luminosa,2,4,,ADJ
hermoso,8,4,3,ADJ
terminar,3,4,10,VERB
acogió,,4,1,VERB
protestas,,4,2,NOUN
atrevían,,4,6,VERB
sucedían,,4,,VERB
comían,,4,3,VERB
verdes,,4,1,ADJ
trataban,,4,1,VERB
veloz,,4,,ADJ
pie,2,4,21,NOUN
tapo,,4,,VERB
dolor,21,4,8,NOUN
saltó,,4,,VERB
poner,3,4,11,VERB
vestíbulo,,4,,NOUN
celda,,4,1,NOUN
cabía,2,4,1,VERB
sombreros,,4,5,NOUN
carranza,,4,,PROPN
sentir,10,4,7,VERB
río,2,4,6,NOUN
padecía,,4,2,VERB
contento,2,4,3,ADJ
octubre,,4,,NOUN
pueblos,,4,8,NOUN
desaparecía,,4,,VERB
juicio,,4,6,NOUN
realidad,12,4,7,NOUN
pasamos,2,4,,VERB
culpable,2,4,5,ADJ
dejan,3,4,4,VERB
servía,3,4,9,VERB
peligro,,4,15,NOUN
sonrisas,,4,1,NOUN
alejaban,,4,,VERB
tapó,,4,2,VERB
niño,2,4,1,PROPN NOUN
vestido,7,4,3,ADJ
comer,7,4,8,VERB
creer,7,4,6,VERB
llenaron,3,4,1,VERB
distinta,,4,4,ADJ
deje,,4,4,VERB
párpados,7,4,7,NOUN
extrañamente,2,4,3,ADV
recogía,,4,2,VERB
lanzaba,,4,2,VERB
súbito,,4,2,ADJ
difícil,6,4,13,ADJ
amistad,2,4,3,NOUN ADJ
semanas,2,4,10,NOUN
atrás,6,4,6,ADV
pensaría,2,4,,VERB
decirse,2,4,,VERB
perseguía,,4,4,VERB
vencido,,4,,ADJ
enrojeció,,4,1,VERB
trago,,4,1,NOUN PROPN
llegara,,4,,VERB
ausencia,,4,7,NOUN
bonita,,4,3,ADJ
jueves,,4,1,NOUN
pasada,,4,2,ADJ
tacones,,4,,NOUN
castigo,2,4,6,NOUN
sonora,,4,1,ADJ
fijaron,,4,1,VERB
ida,,3,,NOUN
vagaba,,3,1,VERB
vigilando,1,3,,VERB
conoce,,3,9,VERB
organizar,,3,2,VERB
condición,1,3,11,NOUN
par,1,3,1,NUM NOUN
llevándose,,3,1,VERB
timidez,1,3,2,NOUN
partida,1,3,1,NOUN ADJ
reírse,1,3,2,VERB
parajes,,3,12,NOUN
moscas,,3,,NOUN
libre,1,3,8,ADJ
desgracias,,3,4,NOUN
manto,,3,2,NOUN
gota,,3,3,NOUN
prisa,1,3,4,ADV
beneficio,,3,3,NOUN
indeciso,,3,1,ADJ
melancólica,,3,,ADJ
convertida,,3,2,ADJ
peligrosa,,3,,ADJ
reflejo,,3,1,ADJ NOUN
cuales,,3,4,PRON
dignidad,1,3,9,NOUN
javiere,,3,,PROPN
tema,1,3,6,NOUN
alcanzaba,1,3,8,VERB
bonitas,,3,,ADJ
sal,,3,2,NOUN
hinchados,,3,,ADJ
impávida,,3,2,ADJ
procuró,1,3,2,VERB
confundió,,3,,VERB
bruscamente,,3,5,ADV
asustados,1,3,1,ADJ
cantaba,1,3,,VERB
paciencia,1,3,1,NOUN
meterse,,3,,VERB
avergonzado,,3,1,ADJ
duelo,,3,3,NOUN
listos,,3,,ADJ
ignoraba,1,3,5,VERB
violeta,,3,,PROPN
flotando,,3,2,VERB
presa,1,3,3,ADJ NOUN
adivinar,,3,1,VERB
polvillo,1,3,,NOUN
continuaban,1,3,4,VERB
invasión,,3,2,NOUN
movían,1,3,3,VERB
ocultaron,,3,1,VERB
altos,1,3,4,ADJ
escapado,,3,,ADJ
escolta,,3,2,NOUN
brasas,,3,1,NOUN
giraron,,3,,VERB
lanzando,,3,,VERB
iluminar,,3,1,VERB
preguntar,1,3,5,VERB
entusiasmo,,3,3,NOUN
enojados,,3,,ADJ
patrona,,3,5,NOUN
empujaron,,3,,VERB
disponía,,3,6,VERB
círculos,1,3,,NOUN
soplo,,3,1,PROPN NOUN
alegres,,3,,ADJ
sargento,,3,,NOUN
miramos,,3,,VERB
derrota,1,3,2,NOUN
desaparecer,,3,1,VERB
reconocía,1,3,3,VERB
alusión,,3,3,NOUN
digo,1,3,4,VERB
dándole,,3,2,VERB
cortesía,,3,2,NOUN
presteza,,3,,NOUN
rezar,1,3,3,VERB
rifles,,3,1,NOUN
espiaron,,3,,VERB
hundían,,3,,VERB
medalla,,3,,NOUN
sale,1,3,1,VERB
sobrinos,1,3,,PROPN NOUN
frasco,,3,,NOUN
buscaron,1,3,,VERB
hallaron,1,3,3,VERB
camisas,,3,,NOUN
preocupado,,3,1,ADJ
encendido,1,3,1,ADJ
camposanto,,3,,NOUN
ropero,1,3,1,NOUN ADJ
superficie,1,3,3,NOUN
pasear,,3,2,VERB
dorada,,3,,ADJ
bebían,1,3,1,VERB
mercedese,,3,,VERB
rayado,,3,,ADJ
mirándolas,,3,,VERB
calidad,,3,3,NOUN
busco,,3,,VERB
argolla,,3,,NOUN
recibido,1,3,1,ADJ
conduciendo,,3,,VERB
millones,1,3,,NOUN
apariencia,1,3,3,NOUN
convencidos,1,3,,ADJ
señaló,,3,2,VERB
inclinaba,,3,5,VERB
apagaba,,3,,VERB
velas,,3,9,NOUN
gobernantes,,3,1,NOUN
cartas,,3,8,NOUN
preparaban,,3,,VERB
restos,,3,2,NOUN
impasible,,3,1,ADJ
camisola,,3,,VERB
subiendo,,3,3,VERB
marco,1,3,2,NOUN
rencoroso,,3,,ADJ
llegue,,3,2,VERB
matarlo,,3,1,VERB
rezaban,,3,2,VERB
atónita,,3,,ADJ
corbata,1,3,,ADJ NOUN
bailaban,1,3,,VERB
enemigos,1,3,1,NOUN ADJ
ladraban,,3,,VERB
callaron,,3,1,VERB
fumaban,,3,1,VERB
golpeando,,3,,VERB
agruparon,,3,,VERB
llamas,1,3,4,NOUN
repetida,,3,,ADJ
regordeta,,3,,ADJ
álvaro,,3,,PROPN
huyó,,3,3,VERB
alejado,1,3,,ADJ
obedecieron,,3,,VERB
debería,,3,12,AUX
espectáculo,1,3,1,NOUN
sentaron,1,3,3,VERB
juntando,,3,,VERB
saco,1,3,,NOUN
armas,,3,7,NOUN
alisaron,,3,,VERB
dejarse,1,3,8,VERB
fiesta,1,3,9,NOUN
encaminaron,,3,2,VERB
rebozos,,3,,NOUN
andan,,3,,VERB
sombríos,1,3,,ADJ
imperturbable,,3,1,ADJ
paño,,3,1,NOUN
nuevos,1,3,7,ADJ
reunían,1,3,2,VERB
tictac,,3,,NOUN
blancas,1,3,4,ADJ
perfumado,,3,,ADJ
marcha,,3,1,NOUN VERB
contestaron,,3,1,VERB
acompañaban,,3,1,VERB
tambores,,3,1,NOUN
superior,1,3,6,ADJ
abrían,,3,5,VERB
extravagante,,3,,ADJ
echadas,,3,,ADJ
provenía,,3,,VERB
origen,,3,4,NOUN
cacería,,3,,NOUN
cortejo,,3,1,NOUN
faldas,,3,1,NOUN
fragilidad,,3,1,NOUN
féretro,,3,1,NOUN
entierro,,3,1,NOUN
abolió,,3,,VERB
pusiera,,3,,VERB
locos,,3,1,ADJ
oigo,,3,,VERB
acumulado,,3,2,ADJ
acerca,,3,8,ADV
vecinos,,3,1,ADJ NOUN
vasos,,3,2,NOUN
inundaba,,3,,VERB
arrojaban,,3,,VERB
espantado,,3,,ADJ
ávidas,,3,,ADJ
blandinae,,3,,PROPN
dirían,,3,1,VERB
alaridos,,3,1,NOUN
jabón,,3,,NOUN
buganvilia,,3,,PROPN
capitán,,3,1,NOUN
trayendo,,3,1,VERB
disponían,,3,4,VERB
uso,,3,8,NOUN
invitación,,3,2,NOUN
volaban,,3,1,VERB
espirales,,3,,ADJ
lectura,,3,,NOUN
dividía,,3,1,VERB
invitó,,3,,VERB
apacible,,3,,ADJ
escapaban,,3,,VERB
ahorcar,,3,,VERB
deberían,,3,1,AUX
peligrosas,,3,1,ADJ
varias,,3,7,DET
luchie,,3,,PROPN
pidiendo,,3,1,VERB
bronce,,3,,NOUN
ocupar,,3,4,VERB
gestos,,3,3,ADJ NOUN
sucias,,3,1,ADJ
cerraban,,3,1,VERB
retirarse,,3,2,VERB
víspera,,3,,NOUN
sorda,1,3,,ADJ
despertó,,3,2,VERB
colocaron,,3,,VERB
muebles,,3,1,NOUN
pilar,,3,1,NOUN
semejante,,3,1,ADJ DET
rotos,,3,1,ADJ
maletín,,3,,NOUN
rompían,,3,2,VERB
convertirse,,3,12,VERB
cogía,,3,,VERB
mágico,,3,,ADJ
mágicas,,3,,ADJ
desaparecían,,3,1,VERB
clientes,,3,1,NOUN
incrédula,,3,,ADJ
ganaba,,3,1,VERB
quietas,,3,,ADJ
compartía,,3,1,VERB
monedas,,3,6,NOUN
dados,,3,,ADJ
celoso,,3,2,ADJ
seguidos,,3,3,ADJ
estalló,,3,1,VERB
extrañeza,,3,,NOUN
rumores,,3,3,NOUN
tiros,,3,1,NOUN
hechizo,,3,,NOUN
traidora,,3,,ADJ
acaso,,3,7,ADV
tortillas,,3,3,NOUN
catalán,,3,,ADJ
comentaron,,3,1,VERB
ángulo,,3,3,NOUN
duerme,,3,2,VERB
entregar,,3,6,VERB
descubrió,,3,3,VERB
fiebres,,3,,NOUN
atravesaban,,3,2,VERB
tomaba,,3,4,VERB
encargó,,3,1,VERB
regalos,,3,3,NOUN
tomaban,,3,3,VERB
vuelo,,3,3,NOUN
ofrecían,,3,4,VERB
paseaban,,3,,VERB
contentas,,3,,NOUN
husmeaban,,3,,VERB
acompaño,,3,,VERB
enojada,,3,,ADJ
bancas,,3,2,NOUN
duelos,,3,,NOUN
amores,,3,,NOUN
paseándose,,3,,VERB
cubierto,,3,7,ADJ
comiendo,,3,1,VERB
hundía,,3,1,VERB
negó,,3,7,VERB
asombrada,,3,,ADJ
aprovechó,,3,3,VERB
codicia,,3,1,NOUN
renunciado,,3,2,ADJ
bolsillos,,3,,NOUN
sangre,1,3,3,NOUN PROPN
rompiendo,,3,1,VERB
almas,,3,3,NOUN
sirviera,,3,3,VERB
vivió,1,3,,VERB
perdone,,3,1,VERB
escapó,,3,,VERB
copa,1,3,1,PROPN
júbilo,1,3,2,NOUN
descubren,1,3,,VERB
saloncito,,3,,ADJ
cinta,,3,1,NOUN
sirve,,3,4,VERB
hablara,,3,4,VERB
lluvias,,3,1,NOUN
reconoció,,3,2,VERB
generales,,3,,ADJ
chocolate,,3,2,NOUN
contempla,,3,5,VERB
sembrado,,3,1,ADJ VERB
refrescos,,3,1,NOUN ADJ
telas,,3,3,NOUN
dirigía,,3,5,VERB
portón,,3,5,NOUN
hierbas,,3,4,NOUN
murieron,,3,1,VERB
amenazaba,,3,1,VERB
marchas,,3,,NOUN
atraviesa,,3,1,VERB
cargado,1,3,,ADJ
ocupó,1,3,3,VERB
tempestad,,3,1,NOUN
preguntaron,,3,2,VERB
candil,,3,,NOUN
caminillo,,3,,NOUN
temblor,1,3,3,NOUN
pase,,3,,VERB
federicoe,,3,,NOUN
interés,1,3,11,NOUN
fiestas,1,3,3,NOUN
hoguera,1,3,,NOUN
hija,1,3,1,NOUN
esperanza,1,3,2,ADJ NOUN
secas,,3,,ADJ
permanecieron,,3,3,VERB
escribían,,3,,VERB
súbita,,3,2,ADJ
formado,,3,,ADJ
bahía,,3,,NOUN
saltar,1,3,2,VERB
sueños,1,3,2,NOUN
avergonzada,1,3,,ADJ
anunciaba,,3,,VERB
pertenecían,,3,,VERB
giraban,,3,,VERB
morada,,3,,ADJ
horcajadas,,3,,ADJ
señales,,3,3,NOUN
ahorcados,,3,,ADJ
escoba,,3,,NOUN
ofensa,,3,3,NOUN
vestir,,3,1,VERB
encerradas,,3,1,ADJ
cometido,,3,1,ADJ
filas,,3,,NOUN
cubrían,,3,3,VERB
rapidez,,3,4,NOUN
viven,,3,2,VERB
moncada,,3,,PROPN
gabardina,,3,,PROPN
lumbre,,3,2,NOUN
tacos,,3,,NOUN
tarda,,3,1,VERB
enfurecido,,3,,ADJ
acercaban,,3,2,VERB
cocinas,,3,,NOUN
delicia,,3,,NOUN
giró,,3,2,VERB
iluminados,,3,,ADJ
callejeros,,3,,ADJ
sucia,,3,4,ADJ
tristemente,,3,,ADV
prendas,,3,,NOUN
alejo,,3,,VERB
encendieron,,3,1,VERB
ocuparon,,3,2,VERB
sabiendas,,3,1,NOUN
refugió,,3,1,VERB
bebiendo,,3,,VERB
arte,,3,,NOUN
bailaron,,3,,VERB
beatas,,3,1,NOUN
hostigado,,3,,ADJ
acusaba,,3,,VERB
afligida,,3,,ADJ
ademan,,3,,VERB
gato,,3,,NOUN
formaba,,3,1,VERB
cabizbajo,,3,,ADJ
broma,,3,1,NOUN PROPN
digan,,3,,VERB
pudieron,,3,7,AUX
despojos,,3,1,NOUN ADJ
innumerables,,3,4,ADJ
porfiristas,,3,,NOUN
deambulaba,,3,,VERB
cómplice,,3,2,NOUN
trancas,,3,,NOUN
triunfante,,3,1,ADJ
surgió,,3,3,VERB
madero,,3,,NOUN
patas,,3,1,NOUN ADV
indiferentes,,3,,ADJ
surgía,,3,2,VERB
andas,,3,3,NOUN
debían,3,3,1,AUX VERB
contado,2,3,2,ADJ
guardia,1,3,1,NOUN
mirándolo,2,3,,VERB
sentían,3,3,2,VERB
vistió,2,3,,VERB
pequeña,5,3,8,ADJ
echada,2,3,1,ADJ
brillaba,2,3,1,VERB
silencio,5,3,32,NOUN
anterior,2,3,3,ADJ
solemne,2,3,3,ADJ
saludo,3,3,1,NOUN
treinta,3,3,,NUM
ritmo,5,3,5,NOUN
perfecto,2,3,,ADJ
mirado,2,3,1,ADJ
gustaba,6,3,6,VERB
furor,2,3,,NOUN
caminó,4,3,1,VERB
servir,2,3,4,VERB
cólera,3,3,2,PROPN NOUN
diciendo,3,3,3,VERB
pedía,3,3,3,VERB
vestía,2,3,1,VERB
rozó,2,3,,VERB
grito,8,3,11,NOUN
gustaban,3,3,1,VERB
infantil,2,3,3,ADJ
igualmente,2,3,,ADV
amarillos,2,3,,NOUN ADJ
tendidas,1,3,,ADJ
terrible,5,3,2,ADJ
además,5,3,8,ADV
cena,2,3,2,NOUN
intensidad,2,3,4,NOUN
dado,2,3,1,ADJ
cuentas,1,3,3,NOUN
obstinaba,1,3,1,VERB
pedirle,1,3,4,VERB
siquiera,8,3,6,ADV
cuenta,4,3,1,NOUN VERB
situación,2,3,23,NOUN
aparecer,2,3,2,VERB
vuelto,4,3,9,ADJ
despidió,2,3,2,VERB
facciones,2,3,3,NOUN
rápida,2,3,2,ADJ
intento,2,3,2,NOUN
cortó,2,3,1,VERB
perdido,6,3,6,ADJ
vestida,4,3,1,ADJ
aguas,4,3,,NOUN
largas,2,3,6,ADJ
seguiría,1,3,,VERB
besado,2,3,,ADJ
dibujar,2,3,1,VERB
porvenir,2,3,1,NOUN
mirándose,1,3,1,VERB
llevarla,2,3,3,VERB
vez,30,3,1,NOUN
poseía,2,3,,VERB
impedía,2,3,3,VERB
pudiéramos,1,3,1,AUX VERB
inventó,1,3,,VERB
breves,2,3,5,ADJ
existencia,2,3,4,NOUN
mamá,4,3,,NOUN
fácil,2,3,24,ADJ
corriente,1,3,4,NOUN ADJ
admiración,2,3,5,NOUN
importaba,4,3,2,VERB
árbol,4,3,5,NOUN
tonos,1,3,1,NOUN
pieza,2,3,,NOUN
ocultaba,1,3,2,VERB
tiró,2,3,,VERB
capaces,1,3,12,ADJ
desgracia,1,3,5,NOUN
mirarlo,2,3,2,VERB
mira,2,3,1,VERB NOUN
unía,2,3,3,VERB
mancha,1,3,2,VERB NOUN
lejanos,1,3,1,ADJ
viviendo,3,3,2,VERB
arrastrar,1,3,1,NOUN VERB
dan,3,3,7,VERB
regresó,3,3,12,VERB
acabo,1,3,,VERB
mitad,3,3,1,NOUN VERB
cómoda,1,3,1,ADJ
rieron,3,3,1,VERB
indiferencia,3,3,2,NOUN
bajar,3,3,1,VERB
desnudos,1,3,1,ADJ
recibir,5,3,15,VERB
gracia,3,3,1,NOUN
dije,10,3,1,VERB
fingiendo,5,3,3,VERB
espejos,5,3,2,NOUN
fumó,1,3,1,VERB
gris,3,3,2,ADJ
horrible,3,3,1,ADJ
persiguiendo,1,3,2,VERB
últimas,1,3,5,ADJ
resecos,1,3,,ADJ
comentario,1,3,6,NOUN
lágrimas,3,3,7,NOUN
mostrando,1,3,1,VERB
paseo,1,3,2,VERB NOUN
palmas,1,3,2,NOUN
cree,1,3,10,VERB
fresca,1,3,3,ADJ
cayendo,4,3,2,VERB
dedo,4,3,3,NOUN
iban,1,3,6,VERB AUX
ladrillos,3,3,1,ADJ NOUN
abriendo,3,3,,VERB
cargada,1,3,1,ADJ
salto,3,3,,NOUN
fresco,3,3,1,ADJ
pensé,9,3,1,VERB
mirándola,1,3,1,VERB
recoger,2,3,1,VERB
pesar,9,3,9,NOUN
mejillas,2,3,4,NOUN
mayores,2,3,14,ADJ
atrevió,2,3,4,VERB
pusieran,1,3,2,VERB
cama,2,3,10,NOUN
bajo,18,3,10,ADP
vigilaba,3,3,3,VERB
propias,1,3,4,ADJ
edad,5,3,1,NOUN
costumbre,2,3,1,NOUN
pegaba,1,3,,VERB
frialdad,1,3,2,NOUN
habla,4,3,11,VERB
partes,1,3,2,NOUN
terminado,3,3,1,ADJ
humor,1,3,2,NOUN
conducta,1,3,3,NOUN
papá,3,3,,NOUN
húmedo,3,3,1,ADJ
fijos,5,3,7,ADJ
trozos,1,3,2,NOUN
irme,1,3,2,VERB
pude,1,3,1,VERB AUX
conocía,3,3,13,VERB
húmedos,1,3,,ADJ
ajena,3,3,5,ADJ
trozo,1,3,3,NOUN
fotografías,1,3,,NOUN
peso,4,3,9,NOUN
ventana,3,3,2,NOUN
tranquilidad,1,3,,NOUN
acuerdo,3,3,2,NOUN
apoyada,5,3,1,ADJ
final,4,3,2,ADJ
recibía,2,3,3,VERB
piel,1,3,1,PROPN NOUN VERB
paredes,2,3,7,NOUN
paisaje,2,3,1,NOUN ADJ
razón,6,3,5,NOUN
colonia,1,3,,NOUN ADJ
salido,2,3,1,ADJ VERB
signos,2,3,9,NOUN
llamaban,2,3,,VERB
lloró,2,3,1,VERB
absorta,1,3,2,VERB
lucha,2,3,2,NOUN VERB
dice,7,3,25,VERB
lejano,2,3,1,ADJ
esperado,2,3,1,ADJ VERB
fuerza,4,3,9,NOUN
lenguaje,2,3,5,NOUN
ira,2,3,4,NOUN
implacable,2,3,1,ADJ
dulce,7,3,,ADJ
pensado,4,3,2,ADJ
comentarios,1,3,5,NOUN
directamente,4,3,6,ADV
cansancio,2,3,5,NOUN
agachó,1,3,,VERB
modo,7,3,1,NOUN PROPN
necesitaba,4,3,9,VERB
enorme,4,3,8,ADJ
fin,6,3,1,NOUN
inútiles,2,3,4,ADJ
remedio,2,3,4,NOUN
acostumbrado,2,3,9,ADJ
arreglar,1,3,1,VERB
fuerte,6,3,5,ADJ
sabría,2,3,1,AUX
oírlo,1,3,1,VERB
verlos,2,3,1,VERB
graves,,2,2,ADJ
pierde,,2,6,VERB
unido,,2,,ADJ
retrocedía,1,2,,VERB
incompletos,,2,,ADJ
rebelión,,2,,NOUN
cosió,,2,,VERB
tijeras,,2,1,NOUN
maldad,,2,1,NOUN
colocaban,,2,1,VERB
riendo,3,2,3,VERB
establecido,,2,4,ADJ
ocurrida,,2,,ADJ
cientos,,2,,NUM
