,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
alegre,3,6,1,ADJ
sonreírle,2,,,VERB
vuelto,4,3,9,ADJ
pensamientos,2,10,4,NOUN
confusos,1,,3,ADJ
dolorosos,1,,,ADJ
imperfecto,2,,,ADJ
pensó,7,17,11,VERB
ello,1,,5,PRON
vestía,2,3,1,VERB
tarareando,1,,,VERB
volvieron,3,21,10,VERB
fresco,3,3,1,ADJ
sentaron,1,3,3,VERB
mesa,7,14,5,NOUN
larga,3,6,8,ADJ
jacalón,1,,,NOUN
servía,3,4,9,VERB
reservaba,1,,3,VERB
familias,2,1,15,NOUN
formaban,1,1,1,VERB
mesas,2,9,2,NOUN
venía,7,27,14,VERB
alboroto,1,1,4,NOUN PROPN
confortante,1,,,ADJ
vestido,7,4,3,ADJ
azul,3,8,1,ADJ
sentaba,3,1,1,VERB
escote,1,1,1,ADJ ADV NOUN
duda,3,2,5,NOUN VERB
separando,1,,1,VERB
ajeno,3,7,3,ADJ
disimulo,3,1,,NOUN ADJ
saludaba,2,,1,VERB
contarle,1,,,VERB
comía,2,5,,VERB
sorna,1,1,,PROPN NOUN
aguda,2,1,1,ADJ
fingía,3,2,6,VERB
profundamente,3,,6,ADV
olvidado,1,12,7,ADJ
tocó,5,2,4,VERB
obligarla,3,,1,VERB
postres,2,,,NOUN
tono,9,5,15,NOUN
descaro,1,1,1,ADJ NOUN
dame,2,2,,PROPN VERB
encorvándose,1,,,VERB
tembló,1,,2,VERB
sujetó,2,,1,VERB
muñeca,1,,,NOUN
fiereza,1,,,NOUN
retuvo,1,,,VERB
bocanada,1,1,1,ADJ NOUN
rozó,2,3,,VERB
tenue,1,,,ADJ
misterio,2,1,,NOUN ADJ
miraba,20,47,18,VERB
seriedad,1,1,3,NOUN
buena,4,8,30,ADJ
actriz,1,,,NOUN
echó,2,24,3,VERB
adelantando,1,,,VERB
hombro,1,5,1,NOUN ADJ
entornó,1,1,,VERB
imitando,1,2,1,VERB
actrices,1,,,NOUN
cine,1,,1,NOUN
acentuaba,1,,,VERB
rieron,3,3,1,VERB
plano,1,,3,NOUN
superioridad,1,,2,NOUN
empequeñecida,1,,,ADJ
llevó,2,14,7,VERB
crees,1,2,1,PROPN VERB
querido,8,17,16,ADJ
preguntar,1,3,5,VERB
rompía,1,6,2,VERB
culpa,1,1,4,VERB NOUN
preguntes,1,,1,NOUN VERB
gesticulaba,1,1,1,VERB
manoteaba,1,,,ADJ
veía,14,28,18,VERB
impotencia,1,,2,NOUN
nubes,3,1,,NOUN
ponía,3,6,8,VERB
brillaba,2,3,1,VERB
superficie,1,3,3,NOUN
debajo,6,23,2,ADV
terroso,1,,,ADJ
marejada,1,1,,NOUN PROPN
ido,1,1,1,VERB ADJ
centro,3,1,1,NOUN PROPN
pueblecito,1,,,NOUN
traer,1,,6,VERB
café,2,19,12,NOUN
contendientes,1,,2,NOUN
luchasen,1,,,VERB
seguros,1,1,,ADJ
victoria,1,1,4,NOUN ADJ
agresivo,1,,,ADJ
levemente,1,,3,ADV
voluntad,3,9,1,NOUN PROPN
mando,1,2,,VERB NOUN
desenvoltura,1,,,NOUN
gallarda,1,,,PROPN
vulgar,1,,,ADJ
atractivo,1,,,NOUN
haberlo,2,1,1,VERB AUX
humillaba,1,1,2,VERB
prefería,1,2,4,VERB
supo,6,13,30,VERB
retorcía,1,,1,VERB
resaca,1,,,NOUN
agotaban,1,,,VERB
dolor,21,4,8,NOUN
asco,6,,3,NOUN
terrible,5,3,2,ADJ
injusticia,1,,10,NOUN
derrota,1,3,2,NOUN
monstruosa,1,,1,ADJ
terminado,3,3,1,ADJ
quedaba,10,21,20,VERB
amor,8,9,5,NOUN
odiaba,2,,1,VERB
caso,1,6,24,NOUN
debía,17,9,16,AUX
planchando,1,,,VERB
disfraz,1,,,NOUN
baile,2,7,9,NOUN
próximo,2,1,6,ADJ
ostentosamente,1,,1,ADV
vacío,1,1,9,NOUN ADJ
borrachera,1,1,,ADJ
desesperación,3,1,2,NOUN PROPN
pudiera,8,7,13,AUX
oyó,5,43,7,VERB
traído,1,5,2,ADJ VERB
haces,1,2,,VERB
apaciguado,2,,,ADJ
suavemente,4,1,2,ADV
cigarro,1,,6,NOUN
arreglaba,3,,,VERB
avíos,1,,,NOUN
pesca,1,,,NOUN
distraído,1,2,,ADJ
complicidad,1,1,1,NOUN VERB
viene,3,7,14,VERB
padre,13,36,125,NOUN
extrañó,4,,,VERB
preguntó,6,9,4,VERB
caricia,1,1,1,NOUN
hirió,1,,2,VERB
pensar,19,11,12,VERB
pena,2,1,7,NOUN PROPN
viéndola,2,,,VERB
sufrir,1,1,2,VERB
poder,8,1,1,AUX NOUN
darte,1,,1,VERB
deberías,1,1,,AUX
vestida,4,3,1,ADJ
sentándose,1,,,VERB
voy,1,2,1,AUX VERB
listo,1,1,3,ADJ
sírvete,1,,,PROPN
hablaban,5,10,6,VERB
simulando,1,,2,VERB
ignorar,2,2,2,VERB
bajaban,2,5,,VERB
oyeron,1,10,1,VERB
respiración,7,1,9,NOUN
escena,1,4,4,VERB NOUN
acto,3,5,3,NOUN
saludo,3,3,1,NOUN
teatral,1,,,ADJ
suelo,2,12,10,NOUN
padres,1,6,3,ADJ NOUN
contentos,1,,1,ADJ
pierrot,1,,,NOUN
ves,1,1,2,VERB
cuánta,1,,,DET
falta,4,2,1,NOUN VERB
hace,12,15,26,VERB
resultaba,4,1,11,VERB
raro,3,2,2,ADJ
emplear,1,1,1,VERB
simpático,1,,,ADJ
hacerse,4,6,12,VERB
perdonar,1,,2,VERB
comenzó,7,,22,VERB
zumbar,1,,,ADJ
garganta,4,,1,NOUN
emoción,2,1,2,NOUN
martirizaba,1,,1,VERB
frenesí,2,1,4,ADV NOUN
alegría,7,8,3,NOUN
loca,1,,1,ADJ
reír,1,21,,VERB
vueltas,4,8,6,NOUN
espera,3,2,4,VERB
natural,7,6,9,ADJ
cariñosa,3,,,ADJ
consigo,3,1,1,PRON NOUN
confiaba,1,1,5,VERB
plenamente,2,1,,ADV
volvió,26,98,61,VERB
sala,6,5,8,NOUN
ciegamente,2,,1,ADV
guapa,1,,,ADJ
enteramente,1,,,ADV
llegaron,3,33,10,VERB
luces,3,20,1,NOUN
sueño,6,5,5,NOUN
saludaban,1,,,VERB
cálido,1,,,ADJ
inundó,1,,,VERB
tibio,1,1,1,ADJ
bebido,1,1,1,ADJ VERB
volvía,5,18,11,VERB
increíblemente,1,,,ADV
equilibrado,1,,1,ADJ
supuesto,4,,2,ADJ
perdido,6,3,6,ADJ
apareció,1,24,9,VERB
acercó,9,48,8,VERB
directamente,4,3,6,ADV
ignorándola,1,,,VERB
pegada,3,2,1,ADJ
separaba,1,8,1,VERB
interponía,1,,1,VERB
mordía,2,,,VERB
obligándolo,1,,1,VERB
reto,2,,1,NOUN
sabor,1,,2,NOUN
agrio,1,,,ADJ
incitante,1,,,ADJ
proximidad,2,,5,NOUN
anhelosamente,1,,,ADV
hecho,2,12,5,VERB ADJ
virtud,1,,1,ADP NOUN
deshacer,1,1,1,VERB
bailando,2,7,1,VERB
alejaron,1,5,1,VERB
vagamente,5,1,4,ADV
solo,4,2,5,ADJ
alegró,1,,2,VERB
olgai,2,,,PROPN
creer,7,4,6,VERB
debían,3,3,1,AUX VERB
terminar,3,4,10,VERB
vagabundeos,1,,,NOUN
echar,2,1,8,VERB
chinitas,1,,,NOUN
primeros,3,7,16,ADJ
desgarrado,2,2,1,ADJ
relación,6,,6,NOUN
naturalezas,1,,,NOUN
motivos,1,1,18,NOUN
obrar,2,,2,VERB
formulables,1,,,ADJ
validez,1,,3,NOUN
obligarlo,1,1,4,VERB
golpe,4,9,5,NOUN
universo,2,,,NOUN
lanzarlo,1,,,VERB
sentimientos,1,,4,PROPN NOUN
noches,4,7,5,NOUN
inhóspitos,1,,,ADJ
crecido,1,2,1,VERB ADJ
juntos,3,7,3,ADJ
jugaron,1,,,VERB
guayabas,1,,,NOUN
trepados,1,,,ADJ
aprendió,2,2,5,VERB
tirar,1,2,,VERB
rifle,1,2,5,NOUN
apoyando,2,,1,VERB
cañón,1,,1,NOUN NUM
día,20,56,62,NOUN
mirarla,1,5,,VERB
meses,5,5,12,NOUN
aparentando,2,2,,VERB
reían,1,5,4,VERB
atreverse,3,7,6,VERB
valorando,1,,,VERB
cambio,6,6,10,NOUN
espiándose,1,,,VERB
desconfianza,2,,6,NOUN
enemigos,1,3,1,NOUN ADJ
cómplices,1,1,1,ADJ NOUN
época,1,1,3,ADV PROPN NOUN
camada,1,,,NOUN
bailar,2,8,1,VERB
bailaban,1,3,,VERB
difícil,6,4,13,ADJ
decían,4,16,2,VERB
jamás,8,,30,ADV
bailaba,2,1,1,VERB
gustaba,6,3,6,VERB
brillante,2,6,2,ADJ
aquellas,5,18,17,DET
podido,11,1,1,AUX
describir,1,,,VERB
exacta,1,,,ADJ
dibujaba,1,2,,VERB
compañero,1,2,4,NOUN
uñas,3,1,,NOUN
forma,1,2,4,VERB NOUN
combada,1,,,ADJ
concha,1,,,VERB
particularmente,3,1,,ADV
serena,2,,1,ADJ
resto,1,1,6,NOUN AUX
dibujo,4,2,2,NOUN
presión,1,,4,NOUN
pesada,2,,1,ADJ
aparentaba,2,,1,VERB
pudo,10,6,51,AUX
cosa,15,5,2,NOUN
abrir,3,8,9,VERB
acomodara,1,,,VERB
sorprendió,2,5,2,VERB
exactitud,1,1,2,NOUN ADJ
presentido,2,,,ADJ
seguida,1,1,1,ADJ
tocaban,1,1,,VERB
melodía,3,,,NOUN
mover,5,2,,VERB
torpemente,2,,1,ADV
mantenía,2,,14,VERB
distancia,2,6,10,NOUN
bailoteaba,1,,,VERB
procurar,1,,2,VERB
acomodar,1,2,,VERB
preocupaba,1,2,2,VERB
estirar,2,,,VERB
mantenerlo,1,,3,VERB
distendió,3,,,VERB
labios,17,14,18,NOUN
formó,2,2,,VERB
huequito,1,,,ADJ
clavo,1,,1,NOUN
manueli,11,,,PROPN
seguridad,4,2,8,NOUN
minuto,1,1,1,NOUN ADJ
aletas,1,,,NOUN
vibraron,1,,,VERB
músculos,3,,5,NOUN
contrajeron,1,,,VERB
distendieron,1,,2,VERB
nerviosa,1,,,ADJ
clarai,5,,,ADJ
viese,1,,,VERB
presencia,15,30,3,NOUN
consuelo,5,2,4,NOUN
resultó,2,,1,VERB
llevar,2,12,11,VERB
derecha,1,2,3,ADJ
caminaba,7,6,1,VERB
intentaba,2,,6,VERB
ninguno,3,6,38,PRON
movían,1,3,3,VERB
orden,2,28,14,NOUN
fox,1,,,PROPN
terminó,8,,1,VERB
salió,11,75,9,VERB
cocina,2,1,4,NOUN ADJ
busca,1,7,8,NOUN VERB
inapreciable,1,,,ADJ
amiga,1,4,2,PROPN NOUN
esquina,1,4,2,NOUN
sentaban,1,,2,VERB
farol,1,,,NOUN
cantar,2,4,,VERB
detuvo,4,17,11,VERB
palabra,8,14,23,NOUN
atentos,1,,1,ADJ
estómago,1,,1,ADJ NOUN
cortarle,1,,1,VERB
aliento,5,1,3,NOUN
iguales,2,5,8,ADJ
llenos,4,4,2,ADJ
palabras,18,40,15,NOUN
dichas,2,4,,ADJ
significado,1,1,1,ADJ NOUN
ensancharse,1,,,VERB
pulmones,3,,,NOUN
desconocida,1,6,1,ADJ
estremecía,1,,,VERB
siesta,2,1,,NOUN
tiraba,3,,,VERB
hojarasca,1,,1,NOUN
borde,1,1,2,ADJ ADV
allí,11,46,73,ADV
espesaban,1,,,VERB
permanecía,2,7,12,VERB
veces,13,7,1,NOUN ADV
muchacha,21,2,1,NOUN
lejos,5,23,25,ADV
pintándose,1,,,VERB
ensayando,1,1,,VERB
peinados,1,,,NOUN
redondo,1,1,,ADJ
tocador,1,1,1,ADJ
compañía,1,6,1,NOUN
queta,1,,,ADJ
hojeando,1,,,VERB
leyendo,1,2,,VERB
novela,1,,,NOUN
abstraída,2,1,,ADJ
vigas,1,2,1,NOUN PROPN
respirando,2,1,3,VERB
unía,2,3,3,VERB
diferentes,2,1,3,ADJ DET
correteaba,1,,,VERB
huertas,6,,,NOUN
cazar,2,2,,VERB
zanates,1,,,NOUN
horas,11,37,15,NOUN
quedaban,2,11,5,VERB
cierto,1,2,3,ADJ
encontraron,2,12,4,VERB
motivo,3,1,12,NOUN
tendió,2,8,2,VERB
gozo,3,1,1,NOUN
intenso,1,,,ADJ
frecuencia,4,1,2,NOUN
final,4,3,2,ADJ
tomaron,1,9,3,VERB
costumbre,2,3,1,NOUN
encontrarse,5,8,1,VERB
callejón,1,1,1,ADJ NOUN PROPN
llamarán,1,,,VERB
avenida,3,,,NOUN
ancha,3,,1,ADJ
cinchas,1,,,NOUN
montura,2,1,,PROPN NOUN
aparecer,2,3,2,VERB
breeches,1,,,NOUN
botas,1,13,2,NOUN
ocurrió,2,6,4,VERB
adecuado,3,,,ADJ
estilo,1,,2,NOUN
montar,1,1,,VERB
cabalgadura,1,,,NOUN
oleada,1,,1,NOUN
transformaba,2,,1,VERB
galope,1,2,,PROPN
vigoroso,1,,,ADJ
arbolada,1,,,ADJ
cruzando,1,6,1,VERB
apagado,1,,,ADJ
cascos,1,6,,NOUN
polvo,5,14,1,NOUN
producía,3,8,6,VERB
cegados,1,,1,ADJ
tierna,3,,1,ADJ
entendían,1,,,VERB
bordeando,1,,,VERB
cañaverales,1,,,NOUN
llevando,1,10,6,VERB
caballos,1,1,3,NOUN
curioso,1,2,1,ADJ
platicar,1,2,,VERB
amigos,4,2,2,NOUN
verlas,1,1,2,VERB
juzgarlas,1,,,VERB
dejándose,2,,2,VERB
complacencia,1,,1,NOUN VERB
nuevos,1,3,7,ADJ
actitudes,1,2,3,NOUN
formas,1,8,,NOUN
ligeramente,4,2,1,ADV
descubrieron,1,,2,VERB
intimidad,1,2,6,NOUN
temían,1,,2,VERB
gustaban,3,3,1,VERB
mismos,2,6,1,DET
citarse,1,,,VERB
dormían,1,4,1,VERB
reunían,1,3,2,VERB
alberca,1,,,NOUN
entraba,11,15,4,VERB
curso,1,,4,NOUN
canal,1,,,NOUN
ensanchamiento,1,,2,NOUN
mármol,1,,,NOUN
rodeado,2,6,2,ADJ
columnas,2,,,NOUN
blancas,1,3,4,ADJ
cubiertas,1,,1,ADJ
impaciente,2,2,1,ADJ
encuentro,1,1,1,NOUN VERB
imponía,4,,4,VERB
fingiendo,5,3,3,VERB
solitario,2,2,,ADJ
bordearía,1,,,VERB
continuaría,1,,1,VERB
adentrándose,1,,,VERB
letargo,1,,,NOUN
gozoso,2,1,,ADJ
encontraba,5,15,12,VERB
apoyada,5,3,1,ADJ
columna,1,,1,NOUN
demoraba,1,,2,VERB
llegaba,3,28,11,VERB
casualidad,1,1,1,NOUN
cisnes,1,,,NOUN
sentirlo,1,,,VERB
desdoblaban,1,1,,VERB
pequeños,7,5,16,ADJ
papeles,2,4,8,NOUN
manuscritos,1,,,ADJ
copiado,1,,,VERB
repasarla,1,,,VERB
leían,1,,,VERB
poemas,1,,,NOUN
libro,2,6,6,NOUN
traían,2,5,3,VERB
extraño,9,15,10,ADJ
complacía,2,,1,VERB NOUN
compartir,1,4,12,VERB
riquezas,1,2,1,NOUN
quitando,1,,,VERB
importancia,3,2,15,NOUN
cuidando,1,,1,VERB
dejaban,2,6,11,VERB
tranquilamente,1,1,1,ADV
escuchando,3,,2,VERB
milagroso,1,,,ADJ
andaban,1,5,3,VERB
perdidos,2,4,,ADJ
laberinto,1,1,,NOUN
podían,4,12,25,AUX
tocando,1,1,4,VERB
límites,1,,7,NOUN
bordean,1,,,VERB
engloban,1,,,VERB
circundan,1,,,VERB
totalmente,8,,2,ADV
pueblo,3,49,13,NOUN
llegan,1,5,5,VERB
fábrica,1,,,NOUN
azúcar,1,1,,ADJ
ingenio,1,,,NOUN
atravesarla,1,,,VERB
hendido,1,,,ADJ
contienen,1,,1,VERB
muralla,1,,2,NOUN ADJ
bambúes,2,,,NOUN
gruesos,1,,2,ADJ
flexibles,1,,,ADJ
cruzan,1,,,VERB
vivas,2,2,1,ADJ
metros,2,1,1,NOUN
cabezas,1,5,3,NOUN
viejo,6,16,15,ADJ
túnel,1,,,NOUN
sentían,3,3,2,VERB
atraídos,1,,,ADJ
paseos,2,2,2,NOUN
preferían,1,1,1,VERB
fácil,2,3,24,ADJ
vagabundear,1,,,VERB
abandonarse,2,,2,VERB
trabajosamente,1,,,ADV
cumplían,1,1,1,VERB
destino,2,2,10,NOUN
anhelo,1,,3,NOUN
tomarlas,1,,,VERB
vivirlas,1,,,VERB
creyendo,1,1,2,VERB
dialogado,1,,,ADJ
servían,1,2,3,VERB
deshacía,1,2,,VERB
generalmente,1,,1,ADV
convencido,2,,2,ADJ
interesaron,1,,1,VERB
ocupados,1,2,,ADJ
mayor,6,2,22,ADJ
hurgar,1,,1,VERB
camaradería,1,,,NOUN
nueva,5,10,9,ADJ
relaciones,3,2,5,NOUN
aparentemente,2,,,ADV
plenas,1,,,ADJ
necesitadas,1,,,ADJ
sorpresa,3,5,2,NOUN
sucedió,3,4,1,VERB
justamente,3,,1,ADV
raíz,1,,3,ADJ NOUN
visita,1,1,1,NOUN VERB
flavioi,2,,,NOUN
ayudando,1,,1,VERB
fiesta,1,3,9,NOUN
mal,10,25,10,ADV
pared,3,1,5,NOUN
corredor,4,1,1,NOUN
secreteándose,1,,,VERB
amigas,1,1,1,ADJ NOUN
excluía,1,,1,VERB
burlaba,3,,4,VERB
verlo,4,8,4,VERB
abandonado,4,2,6,ADJ
actividad,1,,5,NOUN
produjera,1,1,1,VERB
placer,7,2,2,NOUN
jugueteando,1,,,VERB
volverse,3,5,4,VERB
dirigirle,1,4,1,VERB
existía,2,2,2,VERB
terco,1,1,,ADJ
consumiéndose,1,,,VERB
dejarse,1,3,8,VERB
dominar,1,1,2,VERB
tentación,2,,5,NOUN
chiquilla,2,,,NOUN
pertenecía,4,4,1,VERB
quisiera,6,9,5,VERB
desprecio,3,6,3,NOUN
insoportables,1,1,,ADJ
niña,10,10,9,NOUN
decisión,1,2,8,NOUN
buscarla,1,,1,VERB
despedirse,2,1,,VERB
apretó,4,5,2,VERB
golpeó,1,8,3,VERB
dolieron,1,,,VERB
escupió,1,,1,VERB
abriendo,3,3,,VERB
cerrando,1,2,,VERB
exageradamente,1,,,ADV
acabara,2,,1,VERB
calle,1,14,6,PROPN NOUN
almacenes,1,,,NOUN
aspecto,3,,11,NOUN
monótono,1,1,1,NOUN ADJ
desnudo,2,4,1,ADJ AUX
paredes,2,3,7,NOUN
ladrillo,1,,1,PROPN NOUN
rápidos,2,1,1,ADJ
detrás,7,44,13,ADV
cólera,3,3,2,PROPN NOUN
subirle,1,,,VERB
aceleró,1,,,VERB
pisadas,1,,,NOUN
menudas,1,,1,ADJ
contenerse,1,,1,VERB
enrojecidos,1,,1,ADJ
evitando,1,2,1,VERB
ira,2,3,4,NOUN
despertar,1,6,3,VERB
atrás,6,4,6,ADV
fuertemente,3,,1,ADV
ladrillos,3,3,1,ADJ NOUN
negros,6,8,,ADJ
ovalado,1,,,ADJ
sombríos,1,3,,ADJ
párpados,7,4,7,NOUN
delgados,1,,,ADJ
despego,2,1,,ADJ
aquellos,9,2,1,DET
impulso,1,,9,NOUN
irrefrenable,1,,1,ADJ
enternecimiento,1,,,NOUN
besarla,1,1,,VERB
dispuesto,2,2,7,ADJ
recibir,5,3,15,VERB
cobrando,1,,,VERB
transmitirle,1,,,VERB
fluir,2,,,VERB
separaron,1,2,,VERB
gritar,2,2,4,VERB
vieron,1,13,5,VERB
tren,1,8,,NOUN
servicio,1,,1,NOUN
local,1,,1,ADJ
lentes,1,1,,ADJ NOUN
armazón,1,,1,NOUN PROPN
empacado,2,,,ADJ
lino,1,,,ADJ
título,1,1,7,NOUN
camisa,1,4,3,NOUN
rayas,1,,3,NOUN
corbata,1,3,,ADJ NOUN
hombre,15,1,22,NOUN PROPN
veinticuatro,1,,,NUM
cinco,2,20,6,NUM
capital,1,,2,NOUN ADJ
recibieron,1,1,2,VERB
verdad,4,4,1,NOUN
procuraban,1,,1,VERB
miraban,2,23,8,VERB
caída,3,1,3,NOUN
estero,2,,,ADJ
criaturas,1,,5,NOUN
venían,3,14,14,VERB
voces,5,14,3,NOUN
resonaban,1,,3,VERB
recibían,1,1,1,VERB
alcoholería,1,,,ADJ
llegó,13,51,20,VERB
olor,4,18,4,NOUN
voltear,1,,2,VERB
blanca,1,6,2,ADJ
banda,1,9,2,NOUN
tocar,3,7,5,VERB
repartir,1,,2,VERB
ladear,2,,,VERB
exacto,1,,4,ADJ
paciente,2,1,,ADJ
tocaba,4,4,4,VERB
ceremonia,2,1,4,NOUN
convertido,1,8,3,ADJ
hermosa,7,2,1,ADJ
manteniendo,1,,,VERB
tronco,2,,2,NOUN
flexionó,1,,,NOUN
reverencia,1,5,9,NOUN
institutriz,3,,,NOUN
enseñaba,1,,1,VERB
niñas,1,8,,NOUN
sonreír,1,,1,VERB
instante,1,2,5,NOUN
combados,1,,,ADJ
alejados,1,1,,ADJ
inexplicable,2,,1,ADJ
curvarse,1,,,VERB
curva,1,,,PROPN
independiente,1,,1,ADJ
oscuros,1,7,3,ADJ
retrocedió,1,,,VERB
lentitud,3,,4,NOUN
caminó,4,3,1,VERB
separándose,1,,,VERB
hiciste,1,,,VERB
abrazarla,1,,,VERB
apretarle,1,,1,VERB
darle,4,8,10,VERB
apoyado,1,2,1,ADJ
latido,1,,2,PROPN NOUN
cruje,1,,,VERB
hojas,3,13,4,NOUN
cae,2,2,1,VERB
chilla,1,,,NOUN
alcanza,1,1,6,VERB
remover,1,,1,VERB
quietud,1,1,,NOUN
transparente,2,2,1,ADJ
filtran,1,,,VERB
tormentas,1,,,NOUN
retumbos,1,,,ADJ
extenderse,1,1,,VERB
allá,9,8,18,ADV
llamas,1,3,4,NOUN
humo,1,1,1,ADJ NOUN PROPN
queman,1,1,1,VERB
absorto,1,,3,ADJ
domeñador,1,,,ADJ
ruidos,1,4,7,ADJ NOUN
contiene,1,1,1,VERB
espíritu,1,1,2,NOUN
terrestre,1,,,ADJ
aposentado,1,,,ADJ
arriba,1,6,4,ADV
limpio,3,,3,ADJ
bullicio,1,,,NOUN
música,3,5,1,NOUN PROPN
ágil,1,,1,ADJ
poderoso,2,,1,ADJ PROPN
deletreaba,1,,,VERB
dificultosamente,1,,,ADV
acercaba,2,4,3,VERB
cambiantes,2,,,ADJ
descubriendo,1,,1,VERB
brillo,2,1,6,NOUN ADJ
oscuro,6,11,7,ADJ
visible,1,1,3,ADJ
desentrañable,1,,,ADJ
creído,1,,2,ADJ
contemplándola,1,,,VERB
preparativos,1,1,1,ADJ NOUN
unas,10,1,14,DET
reconocido,1,1,1,ADJ VERB
acendrado,1,,,ADJ
diecisiete,1,,,NUM
demasiado,1,4,28,DET ADV
infantil,2,3,3,ADJ
ñoño,1,,,VERB
ayudar,1,1,7,VERB
enfrentar,2,,,VERB
levantarían,1,,,VERB
excitados,1,2,2,ADJ
prepararían,1,,,VERB
asistir,4,1,7,VERB
boda,3,,,NOUN
convencidos,1,3,,ADJ
imposición,1,,,NOUN
familiar,1,,3,ADJ
criticable,1,,,ADJ
aceptarse,1,,1,VERB
causara,1,,,VERB
terminaría,1,,2,VERB
comprender,2,,7,VERB
niñería,1,,,NOUN
gris,3,3,2,ADJ
ladrido,1,,,ADJ
chiflido,1,,,ADJ
plaf,2,,,PROPN
corto,1,1,1,PROPN ADJ
caballo,2,1,3,NOUN ADJ
sonaba,3,1,5,VERB
lluvia,6,2,3,NOUN
gruesa,1,,1,ADJ
zapote,1,,,PROPN
acera,1,7,,NOUN
enfrente,1,8,1,ADV
emergía,1,,1,VERB
saldría,1,1,,VERB
soportaba,1,,2,VERB
seguir,6,9,20,VERB
descalzos,1,4,,ADJ
pavimento,1,,,NOUN
frío,2,2,3,ADJ NOUN
parecieron,2,2,3,VERB
intentos,2,,1,NOUN
volver,12,27,18,VERB
recordar,4,8,3,VERB
llegada,1,1,1,VERB NOUN
malestar,2,1,5,NOUN
físico,2,1,,ADJ
color,2,7,1,NOUN ADJ
rincón,3,15,5,NOUN
miope,1,,,ADJ
cristales,1,1,1,NOUN ADJ
desdeñaba,1,,1,VERB
majestuoso,1,,,ADJ
fijos,5,3,7,ADJ
transformaban,1,1,,VERB
transformación,1,,1,NOUN
recordó,3,26,3,VERB
flores,3,2,5,NOUN PROPN
llegadas,1,,,ADJ
caja,3,2,2,NOUN
rechazo,1,,1,NOUN
quiero,2,16,3,VERB
leas,1,,,VERB
cálida,3,,,ADJ
movimiento,6,6,12,NOUN
sereno,2,,,ADJ
mujer,10,1,22,NOUN PROPN
recibe,2,,1,VERB ADJ
reconocer,1,2,15,VERB
ninguna,7,12,30,DET
imaginarse,1,,,VERB
empeñaba,1,2,1,VERB
casarse,3,,,VERB
decía,14,27,12,VERB
gritaba,1,,,VERB
acercamiento,1,,,NOUN
involuntario,1,,,ADJ
causó,1,,1,VERB
venderme,1,,,VERB
saben,3,5,15,VERB
quieren,1,12,19,VERB
entender,7,8,21,VERB
quitó,1,5,,VERB
podrán,1,,2,AUX
casarte,1,,,VERB
veinte,3,2,1,NUM
veré,2,,,VERB
podríamos,1,,,AUX
irte,1,1,1,VERB
carnales,1,,,ADJ
lágrimas,3,3,7,NOUN
mojaban,1,,,VERB
nació,4,1,7,VERB
estrujó,1,,,VERB
convencerse,1,2,4,VERB
plegó,1,,,VERB
dulcemente,4,,,ADV
furia,1,,1,NOUN PROPN
llanto,4,4,8,NOUN
socavando,1,,,VERB
escondida,1,6,,ADJ
ocho,3,2,1,NUM
puente,2,,1,NOUN
materialmente,1,,,ADV
llorado,2,,,ADJ
fuga,1,5,4,NOUN
segunda,2,9,1,ADJ
llamada,1,,3,NOUN ADJ
asomó,2,2,1,VERB
cerraba,2,7,3,VERB
delicadeza,4,1,3,NOUN PROPN
murmuraba,2,,3,VERB
taconeos,1,,,ADJ
vistió,2,3,,VERB
atarse,1,,,VERB
cordones,1,1,,NOUN
marco,1,3,2,NOUN
personas,5,1,19,NOUN
entrecerró,1,1,1,VERB
blancura,2,1,1,NOUN ADJ
hiriente,1,,1,ADJ
espacio,3,10,6,NOUN
certeros,1,,,ADJ
firmes,1,,2,ADJ
obligaron,2,1,,VERB
estrenó,1,,2,VERB
vivos,1,1,3,ADJ
abrasadores,1,,,NOUN
corazón,3,9,15,NOUN
juramento,1,,3,NOUN
solemne,2,3,3,ADJ
pedía,3,3,3,VERB
don,1,1,12,PROPN NOUN
eduardo,1,,,PROPN
arrancó,2,,2,VERB
alzó,1,,12,VERB
curiosos,1,6,,NOUN ADJ
plantado,1,,,ADJ
polvareda,1,2,,NOUN
autos,1,,,NOUN
agarrada,1,,,ADJ
terminaba,3,2,1,VERB
sedoso,1,,,ADJ
lento,5,,4,ADJ
posarse,1,,2,VERB
capas,1,4,,NOUN
molesto,1,,1,ADJ
manotazos,1,,,NOUN
ropa,2,5,3,NOUN
emprendió,1,,,VERB
desaforada,1,,,ADJ
jadeaba,1,,,VERB
corrido,1,1,4,ADJ
hundidos,2,,,ADJ
subió,3,5,,VERB
gente,5,2,6,NOUN
sudando,1,2,,VERB
divisó,2,,,VERB
edificio,1,2,1,NOUN PROPN
rojos,1,2,,ADJ
notó,1,1,,VERB
vuelta,6,1,8,NOUN
organizando,1,,,ADJ
atrio,1,1,2,NOUN ADJ
levantada,1,1,,ADJ
interior,1,1,10,NOUN ADJ
novia,1,2,3,PROPN NOUN
ceñido,2,,2,ADJ
expresamente,1,,1,ADV
turbarla,1,,,VERB
poniéndola,1,,,VERB
olvidada,2,1,1,ADJ
musitaba,1,,,VERB
temblorosas,1,1,,ADJ
caían,1,4,3,VERB
vehemencia,1,,2,NOUN
quizá,9,14,5,ADV
avanzó,1,19,5,VERB
